,cross_val_acc,training_acc,test_acc,train_size,solver,learning_rate_init,max_iter,momentum,hidden_layer_sizes
41,0.423266830092908,0.4525893508388038,0.4272108843537415,2742,sgd,0.001,50,0.5,"(13, 13)"
42,0.40013341415926734,0.4455252918287938,0.43197278911564624,2056,sgd,0.001,50,0.5,"(13, 13)"
43,0.42653518783953565,0.44638949671772427,0.4306122448979592,1371,sgd,0.001,50,0.5,"(13, 13)"
44,0.3557969965249906,0.44525547445255476,0.42108843537414964,685,sgd,0.001,50,0.5,"(13, 13)"
45,0.4503609548170318,0.4652858809801634,0.41360544217687073,3428,sgd,0.001,50,0.5,"(13, 13, 13)"
46,0.45113481431253,0.45185995623632386,0.42993197278911566,2742,sgd,0.001,50,0.5,"(13, 13, 13)"
47,0.4143127806536695,0.4474708171206226,0.4231292517006803,2056,sgd,0.001,50,0.5,"(13, 13, 13)"
48,0.4456654456654457,0.44930707512764406,0.427891156462585,1371,sgd,0.001,50,0.5,"(13, 13, 13)"
49,0.39145902615415284,0.4408759124087591,0.4326530612244898,685,sgd,0.001,50,0.5,"(13, 13, 13)"
50,0.4640996080037609,0.4612018669778296,0.31768707482993197,3428,sgd,0.001,50,0.5,"(130, 130, 130)"
51,0.45151437696543206,0.4234135667396061,0.4421768707482993,2742,sgd,0.001,50,0.5,"(130, 130, 130)"
52,0.38878305576116784,0.4494163424124514,0.45714285714285713,2056,sgd,0.001,50,0.5,"(130, 130, 130)"
53,0.39370883544796587,0.47045951859956237,0.44421768707482995,1371,sgd,0.001,50,0.5,"(130, 130, 130)"
54,0.33350744404207044,0.2364963503649635,0.42653061224489797,685,sgd,0.001,50,0.5,"(130, 130, 130)"
55,0.4620872807070227,0.4679113185530922,0.427891156462585,3428,sgd,0.001,50,0.5,"(130, 130, 130, 130)"
56,0.4270320857372549,0.4737417943107221,0.4496598639455782,2742,sgd,0.001,50,0.5,"(130, 130, 130, 130)"
57,0.4088330823445826,0.45476653696498054,0.2693877551020408,2056,sgd,0.001,50,0.5,"(130, 130, 130, 130)"
58,0.43616464051246656,0.45076586433260396,0.42653061224489797,1371,sgd,0.001,50,0.5,"(130, 130, 130, 130)"
59,0.41249846897701137,0.4481751824817518,0.42517006802721086,685,sgd,0.001,50,0.5,"(130, 130, 130, 130)"
60,0.46853800256998224,0.455659276546091,0.37891156462585035,3428,sgd,0.001,50,0.7,"(13, 13)"
61,0.43350314373670606,0.45951859956236324,0.427891156462585,2742,sgd,0.001,50,0.7,"(13, 13)"
62,0.45090544466075533,0.4649805447470817,0.4414965986394558,2056,sgd,0.001,50,0.7,"(13, 13)"
63,0.43538373060112184,0.44638949671772427,0.42925170068027213,1371,sgd,0.001,50,0.7,"(13, 13)"
64,0.41221546627032685,0.4569343065693431,0.4387755102040816,685,sgd,0.001,50,0.7,"(13, 13)"
65,0.45566383351477463,0.38448074679113187,0.42585034013605444,3428,sgd,0.001,50,0.7,"(13, 13, 13)"
66,0.4576637603139403,0.45295404814004375,0.42653061224489797,2742,sgd,0.001,50,0.7,"(13, 13, 13)"
67,0.39646217988291166,0.3540856031128405,0.4238095238095238,2056,sgd,0.001,50,0.7,"(13, 13, 13)"
